gamelength,gameId,platformId,puuid,summonerId,participantId,teamId,championId,spell1Id,spell2Id,accountId,summonerName,currentPlatformId,currentAccountId,matchHistoryUri,profileIcon,win,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,perk0,perk1,perk2,perk3,perk4,perk5,perk0Var1,perk0Var2,perk0Var3,perk1Var1,perk1Var2,perk1Var3,perk2Var1,perk2Var2,perk2Var3,perk3Var1,perk3Var2,perk3Var3,perk4Var1,perk4Var2,perk4Var3,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,creepsPerMinDeltas(10-20),xpPerMinDeltas(10-20),goldPerMinDeltas(10-20),damageTakenPerMinDeltas(10-20),role,lane,creepsPerMinDeltas(0-10),goldPerMinDeltas(0-10),xpPerMinDeltas(0-10),damageTakenPerMinDeltas(0-10),damageTakenDiffPerMinDeltas(10-20),damageTakenDiffPerMinDeltas(0-10),xpDiffPerMinDeltas(10-20),xpDiffPerMinDeltas(0-10),csDiffPerMinDeltas(0-10),csDiffPerMinDeltas(10-20),visonary,turretdestroyer,split,survivor,[damageTakenPerMinDeltas(10-20)],[xpPerMinDeltas(0-10)],[creepsPerMinDeltas(0-10)],[damageTakenDiffPerMinDeltas(10-20)],[xpDiffPerMinDeltas(0-10)],[creepsPerMinDeltas(10-20)],[damageTakenPerMinDeltas(0-10)],[xpDiffPerMinDeltas(10-20)],[csDiffPerMinDeltas(10-20)],[goldPerMinDeltas(10-20)],[csDiffPerMinDeltas(0-10)],[damageTakenDiffPerMinDeltas(0-10)],[goldPerMinDeltas(0-10)],[xpPerMinDeltas(10-20)],realRole
1042,5077642683,EUW1,,eLuIayvdRV-DdaWdenkYYXsuhiBgqTr9J6HjT2mOr6QWNxc,1,100,120,4,11,kzgLOHvEe7FS3ZYfQx3kF9eijRm6VltXHomMJmpFWUjoUg0,ElFugi,EUW1,kzgLOHvEe7FS3ZYfQx3kF9eijRm6VltXHomMJmpFWUjoUg0,/v1/stats/player_history/EUW1/218696597,1597,True,0,3047,3078,1036,1029,0,3340,3,2,6,2,1,1,420,0,0,0,0,0,90070,9657,71431,8980,0,7365,566,6558,240,10196,1,9736,10598,604,17,10,16224,1785,14081,357,7463,5733,1,0,19,94,59,11,199,11,2,0,7,0,False,False,True,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,9111,9105,8014,8143,8135,131,0,0,420,180,0,12,40,0,174,0,0,171,0,0,2370,5,0,8000,8100,5005,5008,5002,,,,,DUO_SUPPORT,NONE,0.0,266.1,322.9,799.4,,-85.18000000000006,,25.339999999999975,-0.1399999999999999,,0,0,0,0,,,,,,,,,,,,,,,1
1042,5077642683,EUW1,,dlbUO4IMXNk0wz5caJ-jjQnQYqmqjTIPPk0SLz_nPEYcIh8,2,100,112,4,12,p2x-rDZmPpL9OL4v4sGxFsb5C9B448X_CGVW0EXFbty1D2w,Simmen,EUW1,p2x-rDZmPpL9OL4v4sGxFsb5C9B448X_CGVW0EXFbty1D2w,/v1/stats/player_history/EUW1/202781540,4618,True,1056,6653,1011,3020,1026,1082,3340,5,4,4,2,1,1,379,0,0,0,0,0,62701,49824,7406,5470,0,8151,7247,804,100,0,0,5915,2624,1336,5,22,9162,807,8043,311,7184,7100,0,0,116,4,0,0,216,12,2,0,5,1,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,8226,8210,8236,8304,8345,14,0,0,250,760,0,10,0,0,8,0,0,8,1,5,3,0,0,8200,8300,5008,5008,5001,,,,,DUO_SUPPORT,NONE,5.9,328.0,513.9,503.9,,-85.18000000000006,,25.339999999999975,-0.1399999999999999,,0,0,0,0,,,,,,,,,,,,,,,2
1042,5077642683,EUW1,,jIAaNZNBX4F8Cgsb3nhXzo55ba6DcjNf3uBkU7VcSyR6rxN_,3,100,86,14,4,bdcUNFEeQzD_zf6KOdpmYH-pTaAAuuFURgAMGqeU0fQlsSHJjWeH0QP2,Chryziz,EUW1,bdcUNFEeQzD_zf6KOdpmYH-pTaAAuuFURgAMGqeU0fQlsSHJjWeH0QP2,/v1/stats/player_history/EUW1/2455254678852352,4783,True,1054,3047,2003,6029,3051,0,3340,3,0,1,3,1,1,0,0,0,0,0,0,67295,0,58714,8580,0,4874,0,3592,1282,395,1,5481,5496,3592,7,12,5579,156,5230,192,6486,4300,1,0,131,0,0,0,53,12,2,0,5,0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,9111,9105,8014,8429,8451,184,0,0,229,80,0,16,50,0,44,0,0,30,16,13,124,0,0,8000,8400,5008,5008,5002,,,,,DUO_SUPPORT,NONE,6.0,250.0,491.0,277.20000000000005,,-85.18000000000006,,25.339999999999975,-0.1399999999999999,,0,0,0,0,,,,,,,,,,,,,,,0
1042,5077642683,EUW1,,5QDkdFOdoRLqZLUkB5OJog0OEJC-VD7f5bYjQHmiGT-M60Y,4,100,145,7,4,KGhVwS2nRIwqLpabIN5lBErYggWiri9cOwhsv3utHuORpg,yerikow,EUW1,KGhVwS2nRIwqLpabIN5lBErYggWiri9cOwhsv3utHuORpg,/v1/stats/player_history/EUW1/25568591,4881,True,1055,6672,3006,6676,0,0,3340,8,1,3,8,2,1,268,1,0,0,0,0,67950,6418,57705,3826,356,11835,2187,8581,1066,3837,2,3882,5453,1901,10,0,7715,531,6546,637,8376,8000,1,0,119,8,0,4,0,10,0,0,5,2,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9923,8139,8138,8135,9111,9104,50,92,0,478,0,0,18,0,0,2127,5,0,411,220,0,11,10,0,8100,8000,5005,5008,5002,,,,,DUO_SUPPORT,NONE,6.6,405.5,379.7,460.0,,-85.18000000000006,,25.339999999999975,-0.1399999999999999,,0,0,0,0,,,,,,,,,,,,,,,3
1042,5077642683,EUW1,,k5ozjQFiuQLbbnTK3uRrhqramRcIpwVhh4d_DKSjQcUJHDY,5,100,555,14,4,4i5Zw2U1L1PZNfnSlxEROtox6x0nJvbr_Et7DfP8La0jp3I,taki mlaki,EUW1,4i5Zw2U1L1PZNfnSlxEROtox6x0nJvbr_Et7DfP8La0jp3I,/v1/stats/player_history/EUW1/212413108,3496,True,3855,6693,2055,1036,3117,1036,3364,1,2,9,0,1,0,369,0,0,0,0,0,20020,0,11396,8624,0,3658,0,3207,451,1081,1,3349,8150,896,36,11,6893,984,5387,521,6257,5925,0,0,26,0,0,0,45,8,7,0,22,8,False,False,False,True,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8128,8126,8136,8105,9111,8014,210,6,0,115,0,0,11,30,0,13,5,0,257,200,0,88,0,0,8100,8000,5008,5008,5002,,,,,DUO_SUPPORT,NONE,1.2999999999999998,218.89999999999998,219.60000000000002,331.0,,-85.18000000000006,,25.339999999999975,-0.1399999999999999,,0,0,0,0,,,,,,,,,,,,,,,4
1042,5077642683,EUW1,,N72oTmUwCGGeYn1cESn87sgUpyOD0soDK3-XnXwfFtcei6xK,6,200,77,4,11,-q7Mf63f52ShjNvMqXaBR7BGqMkT0yZ2ri9moEwvW_3y6P1f0wvWFE7H,éheheheheheheheh,EUW1,-q7Mf63f52ShjNvMqXaBR7BGqMkT0yZ2ri9moEwvW_3y6P1f0wvWFE7H,/v1/stats/player_history/EUW1/2481139359598304,4658,False,1039,2031,6664,1001,0,0,3340,0,3,2,0,0,0,340,0,0,0,0,0,45669,21687,21608,2374,0,611,90,473,48,4070,1,5513,3363,0,4,5,11026,2713,8215,98,4337,3600,0,0,1,68,57,4,121,7,0,0,2,1,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,8275,8234,8232,9105,8014,1,0,0,5,0,0,3278,0,0,1,30,0,0,0,0,7,0,0,8200,8000,5005,5008,5002,,,,,DUO_SUPPORT,NONE,0.1,282.5,336.9,895.7,,85.18000000000006,,-25.339999999999975,0.1399999999999999,,0,0,0,0,,,,,,,,,,,,,,,1
1042,5077642683,EUW1,,A4hWTN65sJO-U2oXTPEKBJmWgwAOHtSgIZ3idtFxXZhLYEQ,7,200,12,14,4,ngH-stsLCxBZ4ncnSgz9v8jfXl1sit37Qou01rS-DiGPlQ,solberga11,EUW1,eKUGXjec3uV_9xuVu2ItU8Meshhn13aPITl3GLkJLvIXwA,/v1/stats/player_history/EUN1/32582991,4757,False,3117,3859,6660,1029,1033,2055,3364,1,4,3,0,1,0,375,0,0,0,0,0,19615,7729,3689,8195,0,3351,2171,676,504,1695,4,8017,2753,0,21,23,10254,1235,8365,653,4111,3800,0,0,38,0,0,0,53,8,6,0,14,9,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,8275,8234,8232,8306,8321,9,0,0,8,0,0,6641,0,0,3,0,0,1,0,0,2,0,0,8200,8300,5007,5002,5003,,,,,DUO_SUPPORT,NONE,1.7,207.8,238.3,437.2,,85.18000000000006,,-25.339999999999975,0.1399999999999999,,0,0,0,0,,,,,,,,,,,,,,,4
1042,5077642683,EUW1,,sO2Cn1Nt3dcB1jXVDp2lMO-TvGe40jqPiVx6Zm3LwUzhVxQF,8,200,67,7,4,Uds8qRvRu4Jib8GRtPCSIF4mOdJ1qc_H_hTMW9ea7gdzD5c,Gariban,EUW1,B2a7JSI4OiAFYIeBxXEtreBaAeTQEOodAXTbuOiPtp8bM9c,/v1/stats/player_history/TR1/207569660,1228,False,1055,6672,0,3006,0,1042,3340,2,5,1,0,1,0,268,0,0,0,0,0,46839,0,41905,4933,256,6320,0,5598,722,1805,2,3423,2554,1475,10,3,8937,1300,7051,585,5759,5525,0,0,110,0,0,0,4,10,1,0,6,2,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,9111,9104,8014,8139,8135,584,429,154,112,60,0,0,0,0,95,0,0,363,0,0,832,2,0,8000,8100,5005,5008,5002,,,,,DUO_SUPPORT,NONE,5.9,289.6,335.6,485.2,,85.18000000000006,,-25.339999999999975,0.1399999999999999,,0,0,0,0,,,,,,,,,,,,,,,3
1042,5077642683,EUW1,,NBi7Rc0GpIXLzjonwwYf5NDj7wDS9W7KzCjVE60uJF2S-41DwUuBjE7xPQ,9,200,157,4,12,5ocfnFkmil2V9rW9d6KCcmbE8-dtX8CcpcnpmuCFtcckaOBVFAstkXrT,TheGuidedOne,EUW1,5ocfnFkmil2V9rW9d6KCcmbE8-dtX8CcpcnpmuCFtcckaOBVFAstkXrT,/v1/stats/player_history/EUW1/2584500008068576,4862,False,1055,6672,3006,1055,0,0,3340,4,4,1,2,1,1,557,0,0,0,0,0,58751,6853,48617,3279,345,8816,915,7611,289,2131,1,10715,0,0,9,14,12275,4254,6981,1039,6151,5600,0,0,112,0,0,0,71,11,0,0,5,1,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,9111,9104,8017,8473,8401,1241,0,0,311,100,0,0,0,0,84,0,0,460,0,0,171,0,0,8000,8400,5005,5003,5003,,,,,DUO_SUPPORT,NONE,5.7,297.1,465.20000000000005,491.3,,85.18000000000006,,-25.339999999999975,0.1399999999999999,,0,0,0,0,,,,,,,,,,,,,,,2
1042,5077642683,EUW1,,9U8EeXnWFoO0_nRpIFNiVj52_lOWR-0YjR70XUJ9UymL8sc,10,200,122,4,6,jcVyGVgWu8tQrxqpoUBLi9-A0o_jupuXchbV8guYG5Mtow,o0safus,EUW1,jcVyGVgWu8tQrxqpoUBLi9-A0o_jupuXchbV8guYG5Mtow,/v1/stats/player_history/EUW1/39127242,4409,False,3047,6631,2033,1028,1036,0,3340,2,4,0,2,1,1,415,0,0,0,0,0,62356,87,54273,7996,0,6846,87,6303,456,1122,1,5155,533,533,9,10,9332,2439,6128,763,5775,5650,0,0,121,0,0,0,45,10,0,0,5,1,True,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,9111,9104,8299,8234,8275,155,0,0,121,40,0,0,0,0,175,0,0,4054,0,0,5,0,0,8000,8200,5005,5008,5002,,,,,DUO_SUPPORT,NONE,7.1,317.0,424.4,488.0,,85.18000000000006,,-25.339999999999975,0.1399999999999999,,0,0,0,0,,,,,,,,,,,,,,,0
2028,5077596938,EUW1,,COgw0JksbjqHGlnbWuNFJeYX7XU8Vofx2q9u-K383f0gverjV0slh9ZFbg,1,100,21,4,7,DPG0ng1VAIl-DAM_DBL51e17ayjz6-4TRoROEiNspV7hZ78AFlpsr9LY,BlAcKeDHoRSe,EUW1,DPG0ng1VAIl-DAM_DBL51e17ayjz6-4TRoROEiNspV7hZ78AFlpsr9LY,/v1/stats/player_history/EUW1/2601505643881824,4864,True,1055,6671,1018,3031,6676,3006,3363,6,3,6,5,1,1,1362,0,0,0,0,0,203353,9478,185783,8093,1425,24366,2033,21925,407,8975,2,11929,26240,5287,15,9,26003,11456,14013,533,13389,12000,3,0,151,74,51,4,285,15,0,0,11,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,9111,9105,8017,8139,8135,1380,790,589,354,240,0,16,30,0,1260,0,0,984,0,0,5719,5,0,8000,8100,5005,5008,5002,5.300000000000001,436.1,443.1,567.4,DUO_CARRY,BOTTOM,5.800000000000001,288.9,379.3,194.3,-1.1000000000000227,-124.69999999999997,71.75,30.5,-0.9499999999999997,-1.1,0,0,0,0,,,,,,,,,,,,,,,3
2028,5077596938,EUW1,,wqCHMCxtSiZGCJl5lwiMqiqBRN_21YOrr8RPqwm3EQbi79s,2,100,16,4,3,MwORTxH7uqlnsbnnZkqXplPknzVBf-U442zzfpUWwMyRYw,LøveFeed,EUW1,MwORTxH7uqlnsbnnZkqXplPknzVBf-U442zzfpUWwMyRYw,/v1/stats/player_history/EUW1/35476125,782,True,6617,6616,3853,3067,3117,3114,3364,1,5,16,0,1,0,775,0,0,0,0,0,15331,11436,3871,24,0,5854,5308,521,24,29865,5,5494,2968,838,83,42,10679,3917,6392,370,8796,8200,1,0,17,4,0,0,148,13,2,0,33,8,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,8226,8234,8237,8473,8453,618,1729,0,250,185,0,14879,0,0,409,0,0,431,0,0,2822,252,0,8200,8400,5005,5008,5001,0.6,322.7,266.9,138.1,DUO_SUPPORT,BOTTOM,0.4,235.8,230.7,199.8,-1.1000000000000227,-124.69999999999997,71.75,30.5,-0.9499999999999997,-1.1,0,0,0,0,,,,,,,,,,,,,,,4
2028,5077596938,EUW1,,rWh4_rnTKP0AnAH8VnYbG2MFpmlm7kHdWKLb_DT-MsHaDvc,3,100,83,4,12,m_clympbs6ymTdBDlp3mN7tyWrINMlT8khL9YNtClURZkZU,Aerin azuka,EUW1,m_clympbs6ymTdBDlp3mN7tyWrINMlT8khL9YNtClURZkZU,/v1/stats/player_history/EUW1/209944924,4764,True,1036,3111,4401,6632,3742,3067,3364,5,5,7,2,1,2,802,0,0,0,0,0,156937,29478,120167,7292,0,18096,7462,10634,0,7546,1,46282,11139,10254,10,13,41260,19228,20724,1307,13273,11925,4,2,214,0,0,0,183,17,1,0,1,3,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,9111,9105,8014,8446,8444,194,0,0,1127,240,0,16,30,0,372,0,0,3238,0,0,2297,0,0,8000,8400,5005,5008,5003,6.9,465.5,400.5,1225.1,SOLO,TOP,5.5,295.2,434.4,592.5,447.7,165.70000000000002,151.50000000000003,53.599999999999994,0.20000000000000018,3.1,0,0,0,0,,,,,,,,,,,,,,,0
2028,5077596938,EUW1,,2MajjYQ9hPOaX0vlss0pAXB83-wZexya38UmmWaxtlK0RpHh,4,100,234,11,4,N893Yf1AiwRjL6CYLfL_OdDs3y-SwimQhO6GIrz3H9s3d4g,LowhiKx,EUW1,N893Yf1AiwRjL6CYLfL_OdDs3y-SwimQhO6GIrz3H9s3d4g,/v1/stats/player_history/EUW1/235058183,3592,True,3153,3006,6672,6676,3053,3035,3364,18,8,6,6,2,3,446,1,0,0,0,0,211499,23291,153711,34497,624,41432,7832,29798,3802,17049,1,28865,41715,1093,26,30,48030,18296,27507,2226,16715,18065,2,1,37,131,77,12,323,16,3,0,8,7,False,False,True,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,9111,9104,8014,8143,8135,1192,0,0,697,480,0,9,50,0,1092,0,0,1125,0,0,6775,5,0,8000,8100,5005,5008,5002,1.4,530.3,503.0,944.3000000000001,NONE,JUNGLE,0.2,370.1,362.2,963.5,20.000000000000114,211.00000000000006,122.70000000000002,59.900000000000006,0.1,0.7,0,0,0,0,,,,,,,,,,,,,,,1
2028,5077596938,EUW1,,tK_a6zi5q7RztBJCrS9-fXjDQyChK2tTSiglpJqiWssLVSI,5,100,142,14,4,Z6kPYrKhkixz4R9aZjgYyx5gwAeuThfSzwexwt-7BEO2GA,Bizqyt,EUW1,Z6kPYrKhkixz4R9aZjgYyx5gwAeuThfSzwexwt-7BEO2GA,/v1/stats/player_history/EUW1/23729642,4804,True,1056,3157,3020,3041,6655,4628,3340,7,4,12,4,1,2,1100,0,0,0,0,0,131619,111759,14430,5429,265,24299,18916,1522,3859,5028,2,11687,5887,5201,41,34,21695,12120,8832,742,13776,12275,1,0,179,8,4,0,101,16,1,0,12,5,True,False,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,8143,8120,8135,8210,8275,1397,17,0,610,0,0,2,30,11,2854,5,0,12,0,0,32,0,0,8100,8200,5008,5008,5003,5.8,577.0999999999999,488.2,580.7,SOLO,MIDDLE,6.0,323.20000000000005,367.29999999999995,312.0,-133.3,-49.79999999999999,223.29999999999995,-60.30000000000001,-0.6999999999999997,1.3999999999999997,0,0,0,0,,,,,,,,,,,,,,,2
2028,5077596938,EUW1,,mP5roJVXaMgJykJ4Iqam-DnYCX7-nK1d_ovOPPRlBWJt4z39,6,200,113,4,11,bkbDkrkWGeMGPePcxRGJctJvQs2o4xSn_dch1YrmWO12z7E,iHateReistopf,EUW1,bkbDkrkWGeMGPePcxRGJctJvQs2o4xSn_dch1YrmWO12z7E,/v1/stats/player_history/EUW1/233847477,3009,False,3143,1029,1033,3075,3068,3047,3340,6,7,11,4,1,1,514,0,0,0,0,0,180863,72545,94747,13571,40,23633,9496,12238,1899,12022,5,70230,9049,0,23,37,39482,13191,24423,1867,11527,11425,0,0,41,145,127,0,432,15,3,0,14,3,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,8463,8429,8451,9111,9104,681,0,0,839,0,0,64,29,17,207,0,0,1563,340,0,19,30,0,8400,8000,5005,5003,5002,0.7,407.6,304.29999999999995,924.3,NONE,JUNGLE,0.1,246.2,302.29999999999995,752.5,-20.000000000000114,-211.00000000000006,-122.70000000000002,-59.900000000000006,-0.1,-0.7,0,0,0,0,,,,,,,,,,,,,,,1
2028,5077596938,EUW1,,RE0dq9hGrEo9WagE4sx3F7U91oHvbTd5fevc3pQRW4bjflA,7,200,34,4,12,Hgy6TFruS7CSZpoZceGnD5P4ZNpzqcsexdVQ6RbBISOXnHw,Iced out Anivia,EUW1,Hgy6TFruS7CSZpoZceGnD5P4ZNpzqcsexdVQ6RbBISOXnHw,/v1/stats/player_history/EUW1/206272383,916,False,3040,3157,6653,3165,3020,1011,3340,11,9,8,6,2,2,598,1,0,0,0,0,171001,161092,9909,0,0,28902,28058,843,0,1785,1,14522,1294,1053,12,37,25760,7976,15829,1953,15449,13600,0,0,183,18,17,0,1233,16,0,0,9,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,8226,8210,8237,8345,8347,2102,0,0,250,2313,0,19,0,0,647,0,0,3,0,0,0,0,0,8200,8300,5005,5008,5003,4.4,353.8,391.9,714.0,SOLO,MIDDLE,6.699999999999999,298.7,427.6,361.8,133.3,49.79999999999999,-223.29999999999995,60.30000000000001,0.6999999999999997,-1.3999999999999997,0,0,0,0,,,,,,,,,,,,,,,2
2028,5077596938,EUW1,,ixQw4EJq6ly1_02zIgBlzXBVVHlKCPdLbtPqRRp8s8nmuh0,8,200,17,14,4,QLo1m8sMSA4cRd51YzmU7KFOq8edyljnhzgTqP-Ek_L2xis,WillyDeVlieg,EUW1,QLo1m8sMSA4cRd51YzmU7KFOq8edyljnhzgTqP-Ek_L2xis,/v1/stats/player_history/EUW1/220724765,4363,False,1056,4633,3020,3165,1028,1026,3340,2,11,9,2,1,1,424,0,0,0,0,0,101685,68347,26358,6979,0,22907,16591,3627,2689,5454,1,17174,3450,3029,15,34,33182,8914,22997,1269,9497,8775,1,0,134,0,0,0,502,14,1,0,8,0,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8437,8446,8473,8451,8126,8135,506,460,0,1376,0,0,903,0,0,223,0,0,1349,0,0,1618,3,0,8400,8100,5005,5008,5002,3.8,314.0,236.7,777.4000000000001,SOLO,TOP,5.3,235.8,380.8,426.79999999999995,-447.7,-165.70000000000002,-151.50000000000003,-53.599999999999994,-0.20000000000000018,-3.1,0,0,0,0,,,,,,,,,,,,,,,0
2028,5077596938,EUW1,,k5ozjQFiuQLbbnTK3uRrhqramRcIpwVhh4d_DKSjQcUJHDY,9,200,412,14,4,4i5Zw2U1L1PZNfnSlxEROtox6x0nJvbr_Et7DfP8La0jp3I,taki mlaki,EUW1,4i5Zw2U1L1PZNfnSlxEROtox6x0nJvbr_Et7DfP8La0jp3I,/v1/stats/player_history/EUW1/212413108,3496,False,3860,3109,3190,3117,0,0,3364,1,6,10,0,1,0,696,0,0,0,0,0,16283,9198,3309,3775,0,7077,5956,528,592,688,4,16357,0,0,71,34,19884,6476,11192,2215,7222,6900,0,0,30,0,0,0,104,13,6,0,41,9,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,8463,8473,8451,8105,8136,363,0,0,323,0,0,600,0,0,178,0,0,13,5,0,11,30,0,8400,8100,5007,5002,5002,1.2,263.8,195.6,201.4,DUO_SUPPORT,BOTTOM,1.2,206.2,205.8,374.09999999999997,1.1000000000000227,124.69999999999997,-71.75,-30.5,0.9499999999999997,1.1,0,0,0,0,,,,,,,,,,,,,,,4
2028,5077596938,EUW1,,Q43QAreZMT9zLyFnWo9UO4hsOK9LZP9rGp4wptLsD-6_59C2,10,200,202,7,4,G4py0Xbk2O6WRcUtFfw1Q2X-nbHqpDVndagvLaXwacfFDh-0BSl3aqMI,labisemonfils,EUW1,G4py0Xbk2O6WRcUtFfw1Q2X-nbHqpDVndagvLaXwacfFDh-0BSl3aqMI,/v1/stats/player_history/EUW1/2127851136340832,4881,False,3046,6671,6676,1042,3006,1018,3363,4,4,9,4,1,1,545,0,0,0,0,0,176552,17512,153705,5335,1172,24106,2183,21922,0,5022,3,9772,5992,0,14,25,20245,7693,11749,802,11819,11650,0,0,228,9,4,1,175,16,0,0,7,1,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8021,9111,9103,8014,8226,8236,2465,0,0,531,260,0,25,10,0,429,0,0,250,515,0,28,0,0,8000,8200,5005,5008,5002,6.9,351.5,273.6,506.29999999999995,DUO_CARRY,BOTTOM,6.9,248.0,343.20000000000005,269.4,1.1000000000000227,124.69999999999997,-71.75,-30.5,0.9499999999999997,1.1,0,0,0,0,,,,,,,,,,,,,,,3
1535,5073793351,EUW1,,z4KV22L6id9eiw4AkKtoB_qjbWcmwa6TWqndOfQ2ScXRJYA,1,100,13,12,4,EvhFmUkFry0MtB3FTFKpYfCZ7erQo8NsRlGqd2els1IzN7E,dvtdavid,EUW1,EvhFmUkFry0MtB3FTFKpYfCZ7erQo8NsRlGqd2els1IzN7E,/v1/stats/player_history/EUW1/232209188,3368,True,3040,6653,3111,3089,0,0,3340,10,5,7,6,2,2,616,3,0,0,0,0,170882,159002,11540,340,0,20071,19380,599,92,7163,1,10658,3107,3107,14,8,21011,10381,10347,282,12134,11475,2,1,161,36,8,24,138,16,1,0,6,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,8226,8210,8236,8139,8135,16,0,0,250,1541,0,22,0,0,24,0,0,769,0,0,5604,5,0,8200,8100,5008,5008,5003,,,,,SOLO,MIDDLE,,,,,,,,,,,0,0,0,0,906.2,486.5,6.9,274,101.70000000000005,6.7,366.1,12.299999999999983,1.1,410.20000000000005,1.5000000000000004,-53.900000000000034,278.2,582.6,2
1535,5073793351,EUW1,,D9xXx5nDXgCfmWdxMDmYkULylT0dASB3kp4sNpGpe-wgEnk,2,100,112,12,4,hZ67esmaukCofWAEpPDDDLHDRO5-RM6r9ik3NMYi1q1l7GU,guillermoboss1,EUW1,hZ67esmaukCofWAEpPDDDLHDRO5-RM6r9ik3NMYi1q1l7GU,/v1/stats/player_history/EUW1/205670179,1391,True,3070,2031,3020,6655,3100,1058,3340,8,2,13,5,1,2,670,0,0,0,0,0,133800,113520,15654,4625,0,25845,24531,1188,125,4181,1,9564,6210,6210,14,27,11752,4027,7391,333,11630,9525,3,1,163,1,0,0,295,16,1,0,6,0,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,8226,8210,8237,8139,8135,24,0,0,250,1963,0,27,0,0,733,0,0,864,0,0,2931,5,0,8200,8100,5007,5008,5003,,,,,SOLO,TOP,,,,,,,,,,,0,0,0,0,538.2,508.7,5.5,-295.8,106,7.1000000000000005,107.5,190.00000000000003,5.4,450.4,1.5999999999999999,-323.90000000000003,262.2,535.5,0
1535,5073793351,EUW1,,CLjnPyl0FcICiXDxWc194IJEtVceBznxHcT03nDpO3MbG0_a,3,100,526,14,4,mBguI2Oyf1FQGGeMavNdk8pe2FTIDQgQU0OkzHcMnNjx8kQtXXVA4toh,vampire alawa,EUW1,mBguI2Oyf1FQGGeMavNdk8pe2FTIDQgQU0OkzHcMnNjx8kQtXXVA4toh,/v1/stats/player_history/EUW1/2236295261385056,2076,True,3859,3190,3742,1028,1001,0,3364,2,9,19,0,1,0,244,0,0,0,0,0,19142,9430,4161,5551,0,7140,5530,903,706,3004,3,29856,1112,738,31,36,20020,6893,11898,1227,7637,7100,0,1,24,0,0,0,95,13,2,0,19,2,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8465,8446,8429,8451,8321,8347,2695,0,0,258,0,0,53,18,13,166,0,0,8,0,0,0,0,0,8400,8300,5007,5002,5003,,,,,DUO_SUPPORT,BOTTOM,,,,,,,,,,,0,0,0,0,808.9,208.1,1,-65.5,7.34999999999998,0.9,413.7,89.44999999999999,2.35,256.1,0.7499999999999998,45.60000000000002,215.10000000000002,365.2,4
